V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
3558.276,3824.2346,4978.368,3889.63,2894.938,2441.162,2378.312,2446.129,2650.6758,2355.1667,2412.398,3632.4026,3320.4048,3680.59,4322.2324,3861.6597,2652.3228,1857.8098
3158.74,3400.0005,3404.8218,3908.4219,3513.5933,3298.376,3364.8691,4252.3125,3048.7185,3000.5723,2966.126,3820.531,3081.4075,3295.5103,3224.6846,3834.5588,3297.621,3061.858
1908.368,1948.8567,2097.9817,1635.8474,1400.8076,1070.981,1183.4414,974.7479,1022.1271,942.8146,1165.8308,1763.5259,1766.539,1839.6765,1880.3212,1526.4149,1148.6464,1005.5901
1544.0603,1417.9266,1420.5134,1388.9547,953.52966,835.7357,958.8611,967.41254,789.10785,688.15027,650.78784,1185.9409,1232.8049,1191.929,1295.104,1339.8085,825.1831,725.6063
9947.18,7720.7637,5284.7417,5100.4946,5147.944,4384.9585,6893.8335,6429.5176,4948.787,4367.1523,4811.5146,8228.872,9967.537,7506.7227,5556.7305,4898.0684,3978.5164,4453.29
12153.497,12121.47,12063.497,11908.1875,12093.181,12045.119,12146.923,12105.518,12077.355,11987.523,11771.584,11835.528,12033.075,12048.289,12034.162,11940.937,12001.549,12055.202
6544.978,6576.5693,6592.9834,6669.88,6693.8296,6768.405,6767.583,6782.6123,6785.5303,6832.941,6814.7725,6940.2188,6893.335,6871.96,6878.706,6975.759,6903.4355,6981.8916
18095.777,18240.873,18269.807,18318.596,18443.969,18493.25,18673.197,18710.184,18783.77,18821.715,18795.809,18963.86,19139.047,19112.725,19213.715,19298.223,19218.672,19181.746
3381.3862,3353.8518,3364.145,3396.3455,3317.2485,3309.385,3336.1196,3319.5503,3244.8877,3227.0027,3200.6755,3233.341,3194.61,3161.4263,3203.2744,3239.5645,3213.418,3180.8884
2449.1047,2502.2368,2483.8198,2551.8958,2606.85,2549.8162,2448.547,2304.474,2393.0154,2511.5479,2477.3225,2478.0251,2471.4763,2487.342,2507.001,2616.571,2662.3965,2614.5571
9292.774,9521.664,9321.305,9960.566,12221.073,12299.753,11629.418,9546.925,9867.868,10001.522,9346.433,8878.405,9184.214,9008.855,8947.087,9577.959,11720.112,11881.711
2657.7358,2625.4946,2697.5627,2588.0066,2712.328,2590.2954,2703.5872,2566.8467,2583.2224,2616.0293,2706.6528,2602.7048,2624.5544,2540.6135,2597.527,2506.0857,2615.6868,2497.8638
5475.637,5512.8735,5576.3247,5532.7974,5585.975,5577.4424,5628.9106,5397.7056,5475.1074,5579.772,5538.078,5560.919,5586.743,5526.76,5661.9614,5628.7246,5568.424,5531.501
3716.6582,3700.946,3680.169,3593.2385,3609.854,3671.1243,3737.9333,3544.7234,3629.1084,3793.703,3706.9124,3610.4705,3697.5808,3621.0332,3591.7385,3488.0918,3531.8596,3562.8062
18528.71,19979.4,19463.275,19448.127,20441.836,19300.596,18516.764,18930.014,18651.354,19348.916,19671.672,19179.855,18733.516,19665.844,18845.652,19317.469,20450.215,19637.475
4865.8184,4712.3345,4553.597,4657.369,4604.0664,4524.546,4539.789,4568.9565,4562.7,4511.9033,4452.7637,4472.797,4462.457,4354.2363,4395.123,4468.143,4437.953,4430.0103
2494.5845,2558.0713,2509.2168,2585.8184,2628.1968,2581.9517,2683.7178,2575.8638,2588.4956,2672.4497,2649.01,2670.5562,2666.5796,2673.2578,2662.2673,2771.0872,2764.0698,2724.1455
3893.1384,4038.2456,3674.2139,3715.466,3946.5403,3884.0366,3848.504,3664.3347,3742.1406,3960.206,3964.84,3722.2205,3862.0369,3928.3655,3663.16,3683.3152,3880.2954,3801.813
11027.117,11837.771,11544.996,11116.488,11684.26,11692.063,11832.856,10707.808,10999.171,12401.502,12037.893,11024.062,11705.368,12153.893,11784.53,11560.345,11982.314,11658.748
5943.6553,6210.7188,5975.5156,5981.415,5950.9956,6105.2085,6029.466,6061.0386,5691.454,6101.775,6143.0454,6006.8174,5843.649,6058.193,5892.366,5909.515,5829.0127,5901.9893
2400.1018,2452.259,2418.0354,2438.1348,2510.6812,2403.2476,2324.4768,2287.0786,2339.0186,2413.287,2424.433,2387.4875,2383.8086,2409.6052,2385.0159,2413.9478,2478.2268,2426.132
4953.8086,5000.703,4582.7573,4689.4927,4766.9214,4780.3096,4755.2915,4602.4644,4594.398,4796.5776,5009.688,4776.817,4792.3564,4736.657,4523.473,4596.916,4695.0645,4653.228
6653.9824,7152.326,6802.299,5851.104,5313.2603,4829.3496,4532.795,4180.3916,4333.21,4565.4385,4973.8687,5849.367,6616.2285,7209.8735,6959.035,5911.4004,5244.5103,4603.957
6915.671,6804.097,6646.755,6468.4746,6579.7544,6492.9985,6578.606,6560.8945,6507.0317,6400.8286,6551.9424,6628.3833,6755.5205,6667.9395,6604.1646,6440.4126,6500.525,6368.367
6573.9224,6471.6084,7118.6504,7760.4937,7269.9346,6893.77,6588.2075,6106.696,5884.204,6415.493,6640.539,6958.6685,6862.149,6967.701,7677.479,7993.6953,7767.785,7263.294
1323.396,1221.5792,1139.9479,1157.0209,1136.8583,1052.9583,1050.4307,1044.4668,1085.7405,1089.8254,1127.3395,1210.9015,1240.3274,1202.0576,1213.1277,1262.0092,1260.7328,1230.061
1259.3157,1266.8511,1269.2604,1309.2349,1265.9706,1313.7007,1307.4175,1322.2544,1299.8407,1330.5505,1308.163,1355.2017,1307.7992,1323.4275,1321.7612,1383.3157,1309.9753,1324.5261
2967.853,2941.4924,2958.4211,3027.7969,2939.116,2906.313,2965.1394,3020.6194,2953.1743,2925.6052,2936.9956,2979.322,2959.7795,2891.6248,2929.0874,2963.3591,2944.2593,2986.0803
5135.968,5026.8223,5165.8936,5431.5537,4911.5967,5110.4424,5010.499,5232.185,4937.103,5054.9336,4842.0625,5135.8413,4754.535,4786.7827,4713.7344,5041.575,4500.0483,4455.9097
1343.6306,1300.815,1211.1584,1165.4781,978.7262,970.7455,917.97644,983.1433,995.5438,1112.6091,1066.5044,1079.7485,1038.6549,1079.5084,1008.94415,1016.9793,880.2225,823.2235
1098.5511,1075.9812,1052.2655,1074.1554,1057.455,1088.4954,1068.8765,1072.2117,1064.264,1073.1183,1031.9248,1048.9966,1028.6389,1022.5336,1018.49854,1014.8601,1011.8418,1028.3855
1087.3853,1026.7976,968.1085,921.19006,847.70135,807.4117,786.77045,787.4902,881.5433,943.36707,904.04156,958.138,951.2339,930.18604,916.1564,876.6178,838.20166,798.314
826.46387,849.15027,825.6947,821.28357,812.6734,825.72675,732.4246,738.9893,752.3788,787.70825,787.0349,809.5621,784.05286,832.06384,830.7182,783.94086,773.9606,782.57513
3461.7737,3470.651,3449.1372,3355.0332,3485.0676,3397.3665,3429.2593,3418.4753,3387.5674,3347.68,3302.739,3276.7776,3310.4956,3355.2751,3333.3613,3233.2983,3329.2676,3267.8137
2093.7053,2177.3738,2192.6794,2199.3513,2225.4397,2243.692,2230.5996,2189.1448,2152.6948,2164.723,2141.019,2174.1697,2153.1772,2182.4648,2180.0913,2186.6472,2131.0793,2141.6235
4882.808,4627.2754,4768.7046,4737.171,4774.728,4561.757,4642.541,4715.464,4734.7607,4436.4766,4476.9893,4470.511,4415.235,4145.678,4321.142,4408.9683,4467.717,4207.0225
2914.1553,2902.5596,2905.0745,2764.7878,2829.587,2832.9944,2857.9216,2810.4128,2829.4114,2834.9175,2765.8342,2752.1548,2788.7734,2812.4463,2808.178,2696.1758,2774.9905,2761.4065
6580.5996,6787.081,6770.8125,6779.5103,6745.7324,6846.1177,6791.905,6660.265,6497.4956,6649.143,6775.142,6777.966,6884.351,7016.091,6945.3965,6824.8257,6726.2705,6899.2065
6349.8965,6152.469,6162.043,6241.3843,6342.3574,6301.647,6247.913,6314.6426,6264.384,6320.1343,6324.8076,6326.851,6283.387,6305.3384,6336.5186,6181.947,6261.8325,6139.328
3087.2095,3253.069,3282.141,3807.5552,4221.98,4277.9844,3649.1167,3685.2798,3854.4275,3680.6353,3533.715,3321.037,3728.394,3340.374,3464.46,3974.7556,4491.5005,3964.1448
6860.5693,6397.5786,6411.3066,6094.05,5662.6514,5434.8735,5919.4233,5993.9443,6092.4404,6103.2505,6207.217,6343.935,5949.1533,6088.2095,6075.8496,5645.616,5366.713,5717.457
6917.878,6681.4346,6601.8965,6792.663,6877.0415,6688.512,6692.2427,6920.368,6849.664,6664.7026,6678.867,6852.4395,6714.721,6680.117,6633.401,6622.8296,6655.448,6601.529
3407.9834,4069.9414,3327.0366,2588.6028,2786.982,3633.8442,3661.6987,3640.1113,3491.8066,3609.257,2929.78,3261.7666,3732.04,4043.2104,3196.396,2634.9592,2881.849,3582.4766
4313.5337,4311.9844,4341.605,4343.8726,4346.2095,4342.7104,4351.8022,4293.0034,4284.3535,4340.546,4336.263,4330.5234,4337.6953,4341.589,4376.5864,4371.662,4328.614,4238.3315
3900.0327,4097.863,4025.0303,3899.4785,3916.6968,3956.127,3973.9202,3966.4878,3909.671,3808.9922,3834.7917,3940.1548,3945.376,3907.1729,3951.0667,3968.8806,3875.5962,3874.1267
7730.2324,7779.7275,7594.284,7549.082,7509.642,7660.2676,7767.441,7690.773,7631.4795,7685.1514,7717.961,7641.8804,7604.348,7623.004,7696.0464,7766.5635,7871.558,7741.1064
2937.5798,2921.8667,3120.0928,3158.5833,3375.5735,3674.7295,3909.943,3572.8784,3415.6814,3517.702,3658.8196,3280.3137,3303.1091,3118.6294,2925.057,2769.243,3210.4565,3504.7644
5362.1406,5337.5576,5215.696,4956.5776,5166.676,5051.2544,4946.0337,5079.9937,5309.422,5232.675,5179.176,5455.6934,5462.8003,5333.0117,5495.036,5436.738,5464.3584,5113.2734
3808.2522,4140.897,4233.3457,4356.854,4528.358,4963.435,4820.663,4672.4395,4438.6797,4721.4067,4325.002,4080.909,3933.1118,3914.2468,3795.092,4000.3264,4290.1934,4709.78
4616.025,4535.6143,4436.942,4246.8647,4409.7314,4220.286,4260.642,4222.6367,4216.028,4070.7773,4275.424,4446.262,4722.1895,4643.1577,4772.6147,4552.028,4594.3677,4243.981
5888.0835,5918.279,5821.1006,5702.891,5808.5166,5812.145,5940.84,5869.685,5828.273,5913.833,5985.9087,5910.3184,5994.374,5885.2812,5879.6904,5773.2656,5931.253,5866.0894
4330.2427,4321.0894,4345.7197,4244.3022,4293.919,4271.9946,4351.668,4408.938,4307.439,4251.6904,4257.1123,4322.252,4374.8,4280.8965,4245.714,4166.812,4309.2573,4260.5513
5040.0957,5045.4385,5157.5703,5051.6953,5436.802,5379.093,5360.022,4766.169,4712.6865,4404.54,4721.015,4718.502,4963.635,5008.0264,5315.477,5092.3916,5482.6816,5327.215
2558.779,2509.227,2648.514,2713.008,2618.6934,2530.1824,2650.1453,2661.1196,2621.106,2567.5457,2588.3755,2637.0945,2704.9329,2530.9224,2533.2886,2534.8767,2498.8293,2385.63
4927.4014,4975.2773,4901.634,4774.9976,4929.4653,4969.593,5077.1973,5011.068,5003.6714,5012.4126,5106.0513,4929.0186,5091.427,4947.9185,4920.0938,4797.861,5044.1084,4990.513
7401.4263,7467.2114,7399.5464,7344.8755,7432.0664,7456.1353,7534.561,7440.0903,7471.385,7414.5664,7462.607,7332.9077,7471.0234,7439.5864,7502.4937,7454.164,7552.2295,7528.34
6709.5415,6683.664,6655.1577,6505.725,6674.8936,6686.903,6841.697,6792.499,6871.319,6869.3193,6933.0366,6759.98,6898.874,6777.2764,6813.8877,6680.275,6874.071,6757.7476
6329.359,6235.9395,6255.669,6301.068,6287.0786,6330.5674,6244.396,6265.7295,6190.583,6189.154,6193.6743,6292.159,6264.355,6243.2925,6223.7676,6164.504,6245.551,6210.378
5890.701,5903.66,6100.2715,6066.1377,5987.9873,5968.1343,6009.1406,6069.1235,6083.094,5979.9595,5948.4453,5972.2383,6065.2935,6039.05,6110.4517,5968.9946,5969.464,5953.4453
4100.285,4265.894,4218.779,4168.1245,4348.8833,4576.9883,4513.178,4435.6504,4268.714,4388.8,4224.931,3983.321,4189.7095,4181.525,4050.2424,4000.9478,4386.171,4352.8955
4486.394,4472.862,4520.4873,4489.3267,4553.8164,4341.4844,4437.6616,4389.85,4427.976,4344.027,4450.141,4515.5493,4582.7764,4590.996,4709.8306,4541.15,4569.3623,4462.3545
5077.3975,4582.161,4519.3438,4252.3574,4282.982,4543.3994,4595.26,4474.0522,4429.5024,4298.956,4115.414,4348.462,4584.5605,4654.5703,4573.2944,4249.161,4264.6494,4152.615
2665.9644,2556.6125,2547.1777,2667.0525,2563.377,2560.857,2619.1064,2742.399,2841.7498,2660.3433,2592.7568,2718.0073,2803.6414,2698.084,2681.4827,2575.2139,2650.9216,2633.3425
5138.7256,5142.005,5119.74,5141.9688,5302.208,5215.4673,5228.083,5110.389,5024.6772,5053.4805,5216.616,5069.295,5093.506,5053.047,5106.0034,5165.049,5249.122,5121.694
3464.142,3452.3948,3497.4775,3427.1006,3520.5823,3462.7979,3354.3628,3361.1487,3350.7207,3449.335,3345.1428,3246.6301,3242.5554,3284.9414,3274.797,3263.626,3287.6995,3110.6208
4716.55,4733.385,4631.6367,4692.8228,4667.311,4631.069,4667.8096,4711.0073,4631.437,4610.512,4681.6865,4757.4805,4725.7686,4669.424,4710.6484,4747.268,4642.1733,4653.4277
5366.412,5452.835,5353.36,5211.5273,5307.29,5346.74,5326.058,5387.6294,5393.147,5336.5015,5295.548,5352.3804,5372.2197,5341.322,5354.3027,5217.563,5392.514,5477.829
8991.562,9156.312,9282.047,9658.439,9144.171,8612.0,8413.649,8348.811,8540.348,8005.1685,7892.17,8693.537,8835.107,9011.086,9291.869,9716.85,9191.414,8657.464
8435.276,8486.801,8590.531,8541.56,8477.486,8309.926,8231.292,8082.921,8223.81,7988.187,8098.2793,8251.512,8445.353,8452.895,8582.35,8570.918,8550.305,8320.225
8557.221,8537.769,8594.759,8535.018,8464.401,8308.786,8292.358,8170.437,8286.014,8098.3823,8292.767,8415.658,8564.727,8529.044,8629.417,8606.117,8562.695,8351.737
1147.6062,1228.4397,1216.1559,1219.5377,1221.5557,1217.0034,1243.5942,1217.3495,1179.2035,1242.8406,1229.5168,1217.8386,1174.1277,1246.5052,1248.8308,1273.0565,1257.7278,1258.9956
11680.052,12057.743,11961.454,11878.339,11856.747,11506.986,11357.458,11296.155,10914.489,11568.718,11548.244,11641.595,11378.472,11721.292,11522.446,11574.342,11468.633,11103.221
1673.388,1625.6044,1594.0997,1536.2479,1470.5596,1444.4594,1502.8624,1552.6537,1593.2108,1604.8282,1639.8033,1651.5162,1650.4105,1601.2107,1563.0908,1509.773,1466.9528,1437.0042
7686.744,7716.4,7716.31,7661.0684,7682.211,7717.9062,7695.4194,7656.3096,7678.9966,7682.5664,7668.0215,7641.1567,7686.586,7700.1323,7719.3237,7689.305,7671.5063,7689.0815
2500.5742,2502.3855,2559.1707,2589.1836,2621.3303,2607.7275,2494.2542,2445.021,2444.9536,2540.124,2584.2573,2692.819,2791.3271,2835.6255,2924.4224,2867.3882,2879.0337,2699.9175
2044.2852,2082.4668,2095.3076,2079.8992,2087.2512,2090.1167,2096.8591,2090.8625,2105.168,2115.8643,2110.0842,2121.7031,2129.2,2142.4944,2163.747,2155.4229,2146.871,2139.69
1523.8945,2181.1995,2470.8945,2453.8481,2294.7852,2221.788,2003.3683,1874.1923,1891.3767,1456.1232,1092.5701,1382.7126,1695.7446,1974.482,2261.2393,2104.939,1901.2828,1538.7959
1365.6699,1402.2582,1425.0895,1410.0065,1425.1793,1421.0488,1392.2108,1374.5603,1382.7327,1367.1223,1355.4985,1347.194,1353.0085,1370.4513,1393.664,1381.5283,1402.6592,1374.3578
2570.0144,2742.6487,2777.6367,2664.6138,2506.2844,2358.3245,2216.5479,2266.4458,2502.3472,2676.8174,2514.9475,2383.632,2347.2673,2335.613,2373.3164,2271.2932,2261.5278,2095.0662
2521.4688,2560.8103,2562.597,2542.6755,2602.3499,2598.897,2607.4875,2589.821,2602.9712,2623.3276,2588.5269,2580.415,2629.2402,2663.0825,2635.7034,2672.6946,2679.9133,2699.3735
4637.026,4418.817,4257.6367,4174.6587,4062.199,4031.9905,3898.514,3794.3555,3679.1084,3693.7676,3971.4204,4156.705,4197.3413,4078.8994,4279.6616,4175.455,4113.164,3900.268
2220.1084,2215.2227,2231.9238,2205.6384,2208.2114,2185.6782,2177.1575,2156.8923,2157.2375,2160.064,2181.8242,2177.6865,2212.0496,2202.728,2217.8286,2180.7778,2187.1052,2167.5115
2371.4624,2432.6936,2468.3123,2459.0493,2517.1958,2542.5298,2577.2305,2546.8423,2562.0703,2579.3682,2619.9404,2660.0237,2681.7654,2708.0386,2743.5957,2757.7612,2749.3862,2758.3696
15383.785,14526.994,14063.504,13943.262,13347.51,13537.066,13363.932,12758.645,11649.39,11074.61,11899.932,13133.642,13328.52,12931.658,13719.098,13709.872,13474.192,12886.226
3202.411,3171.6118,3131.034,3232.1184,3280.2295,3340.8225,3265.8796,3228.252,3306.0142,3467.3184,3593.1504,3627.7708,3793.721,3760.3572,3744.1653,3777.3657,3797.771,3652.3477
1814.0681,1818.8861,1817.804,1822.5508,1816.5206,1819.8961,1818.4962,1811.8242,1808.8667,1816.4801,1819.013,1813.7534,1811.1582,1819.9792,1824.7081,1828.488,1826.7566,1831.1841
2593.1953,2603.389,2610.235,2621.6184,2592.0842,2606.9421,2602.5132,2606.2085,2595.7356,2598.89,2604.8513,2609.1667,2592.877,2592.4937,2570.85,2576.029,2537.9019,2548.0193
1223.2091,1225.5356,1221.3538,1218.1324,1217.1581,1226.4734,1225.7949,1222.8286,1227.0854,1236.514,1230.1622,1228.9034,1224.9464,1223.0651,1221.8407,1221.1531,1207.9758,1216.1312
2204.9094,2212.8909,2197.321,2241.3486,2220.234,2259.2554,2339.8281,2367.334,2356.3108,2319.727,2334.1987,2421.895,2410.8315,2398.9426,2404.063,2456.5215,2388.2825,2446.956
2344.979,2317.8918,2265.9858,2342.5676,2290.6191,2352.4648,2451.768,2492.419,2461.1653,2397.9487,2411.8179,2568.4836,2504.7246,2475.239,2455.3042,2521.148,2399.6418,2491.3533
9147.662,8903.081,8877.475,9049.385,9064.972,8916.686,8956.381,8942.237,8986.767,9008.121,9107.229,9209.799,9121.203,9042.527,9104.569,9089.898,9071.135,8909.04
2241.326,2296.3906,2243.3604,2299.7173,2264.3113,2403.5598,2489.9722,2563.6782,2538.3474,2481.175,2460.285,2646.9194,2617.2778,2637.891,2633.4526,2681.3696,2567.4712,2719.3037
1527.8834,1514.9733,1467.6702,1480.7917,1443.4778,1425.8568,1371.6664,1377.7323,1362.1968,1383.0504,1375.9052,1399.8473,1429.9335,1416.3712,1394.7295,1385.4117,1395.1791,1393.9032
1580.1223,1577.3643,1565.8285,1557.9578,1535.2255,1543.9374,1573.3978,1566.9656,1571.715,1552.1776,1540.4088,1550.7502,1573.8074,1544.294,1560.4332,1550.8652,1516.0461,1510.8925
2274.5815,2287.4473,2286.3018,2310.2065,2276.781,2345.86,2438.9543,2466.3801,2465.7676,2423.65,2432.215,2496.2627,2507.3003,2505.0085,2531.365,2544.0918,2470.829,2549.1006
3138.5059,3043.122,2983.4731,3038.1226,2987.8516,2973.9187,2965.7175,3018.9202,2985.577,3077.2036,3129.065,3081.6553,3021.1836,2994.4546,3061.2703,3082.7385,3039.0586,3089.0962
1725.6747,1725.6564,1725.7893,1733.8262,1725.8629,1720.5458,1726.8121,1726.3368,1717.1356,1711.6831,1711.1732,1713.3505,1712.9858,1704.2649,1704.4402,1702.8125,1693.837,1698.4177
1805.5072,1810.1967,1818.3054,1813.3031,1815.2262,1816.7046,1814.601,1807.2032,1806.1182,1800.2876,1793.3918,1789.835,1783.7985,1774.7228,1784.7098,1774.7955,1770.0642,1766.6382
22755.229,22697.01,22639.154,22594.676,22592.969,22533.195,22457.986,22439.25,22415.207,22481.592,22452.945,22475.664,22494.69,22470.158,22480.404,22436.76,22409.914,22392.043
21381.78,21424.066,21583.834,21690.416,21901.352,21910.982,21815.506,21643.053,21584.283,21774.227,21799.605,22119.648,22360.594,22412.219,22584.596,22588.027,22763.963,22418.11
20277.121,20301.266,20491.787,20733.33,21055.549,21099.43,21124.725,21042.117,20962.816,21178.309,21128.107,21382.914,21546.807,21452.309,21547.986,21692.477,21849.742,21506.807
3518.424,3575.8765,3589.747,3610.8694,3632.6223,3656.502,3696.331,3652.5947,3658.8691,3685.7732,3710.6274,3775.3435,3809.4128,3845.0876,3849.3923,3825.5652,3819.7727,3812.9363
19577.355,19565.79,19774.873,20011.303,20358.54,20382.57,20390.297,20324.88,20235.723,20411.377,20333.96,20570.002,20730.697,20616.457,20731.967,20888.23,21065.516,20699.95
18281.41,18020.15,18021.143,18237.127,18623.748,18590.883,18652.977,18510.86,18652.895,18840.127,18934.848,19048.322,19304.123,19149.139,19334.52,19317.088,19403.84,19085.33
21136.33,21888.129,20114.01,19171.71,17950.174,17335.838,15003.67,14559.27,13643.049,16400.424,16696.154,18896.48,21560.285,22402.95,20041.848,18002.984,16549.902,16004.445
10669.52,10206.714,9360.642,9739.378,10878.06,10132.483,10068.509,10065.235,10218.311,9863.461,9983.794,8910.828,9095.551,8881.838,9700.168,9424.956,8873.995,8490.716
10482.09,9577.268,10482.874,11057.053,12616.567,11759.235,12032.971,10504.555,11116.884,10844.077,10937.219,11087.498,12921.375,11562.103,12063.021,12208.434,13520.624,11732.293
1585.0818,1448.202,1585.4222,1671.8424,1907.9106,1778.0571,1819.7456,1588.4341,1680.758,1639.3003,1654.087,1676.5342,1953.665,1748.2146,1824.3159,1845.7988,2044.4763,1773.8092
2080.8887,2033.8513,2047.476,2130.8708,2097.3545,1949.4924,1892.6393,1904.1057,1897.6675,1929.5996,1959.3828,1993.5756,2018.0111,1992.2722,2008.103,2053.7559,2045.2399,1863.2316
3532.9778,2976.0042,2699.808,2871.1958,2675.5,2755.495,2550.9197,2806.69,2681.8674,2384.3452,2223.3733,2449.7405,2286.8909,2361.5085,2274.876,2294.541,2215.4531,2109.7207
3984.0706,3426.248,3108.2915,3389.475,3195.2495,3225.869,2959.5183,3337.5293,3206.2214,2848.5732,2624.0112,2891.1726,2689.4631,2758.6184,2683.8015,2734.9512,2708.646,2569.9155
3243.765,3299.1685,3285.7458,3310.9968,3296.943,3261.5486,3170.126,3116.3442,3089.779,3257.683,3342.674,3345.3306,3413.5166,3466.275,3538.7856,3529.4155,3525.8425,3504.725
1237.1484,1238.4304,1233.9043,1240.7928,1239.6777,1238.2872,1231.8165,1228.9965,1222.9293,1227.8047,1218.4695,1222.8363,1219.3744,1214.3773,1217.3873,1223.3322,1224.3208,1223.6571
1182.9717,1165.8053,1142.9875,1153.8163,1163.2982,1165.3385,1170.643,1158.5658,1161.0916,1175.4647,1186.6863,1203.4199,1203.5221,1199.1989,1213.8206,1202.8059,1188.6139,1172.5259
1089.9799,1104.7614,1131.4233,1136.1776,1170.9883,1172.7941,1160.4232,1131.7394,1138.8687,1179.311,1193.0944,1232.7373,1261.2151,1276.4131,1320.2498,1296.0835,1308.1726,1251.9624
985.10364,1008.82135,1039.7985,1051.5847,1106.6562,1108.0387,1098.9072,1053.3602,1065.3473,1133.5691,1160.7075,1223.4917,1255.139,1283.3033,1332.6826,1312.1392,1312.8817,1237.7567
1052.4117,1054.1644,1051.4152,1051.8218,1052.7482,1052.604,1050.6857,1050.9591,1051.3207,1053.1299,1049.7087,1049.8271,1050.9155,1052.2716,1048.5691,1049.3813,1050.097,1051.6488
1092.7362,1093.9043,1092.0417,1093.0494,1091.8499,1093.6362,1093.0668,1085.8121,1081.2179,1081.5176,1073.4407,1078.7899,1081.5424,1080.8486,1080.708,1080.9398,1072.651,1074.1128
1121.5181,1119.8883,1119.9868,1118.504,1119.8872,1119.3132,1123.1078,1115.2349,1118.0422,1113.0438,1111.7467,1116.086,1118.5454,1113.1252,1120.3708,1121.4849,1116.381,1116.7607
1825.7031,1829.2996,1833.954,1842.2279,1850.9773,1854.7194,1858.2456,1851.8654,1845.7676,1852.4971,1853.7365,1863.0558,1871.7566,1876.9492,1881.5825,1888.563,1889.304,1884.4662
